시도,광역상권,하위상권,평당_임대료,연도,기간,층
서울,도심,남대문,245289,2022,3분기,1층
서울,도심,동대문,148099,2022,3분기,1층
서울,도심,명동,600330,2022,3분기,1층
서울,도심,시청,210578,2022,3분기,1층
서울,도심,을지로,144462,2022,3분기,1층
서울,도심,종로,259504,2022,3분기,1층
서울,도심,충무로,159669,2022,3분기,1층
서울,강남,,188760,2022,3분기,1층
서울,강남,강남대로,352066,2022,3분기,1층
서울,강남,교대역,110413,2022,3분기,1층
서울,강남,남부터미널,101818,2022,3분기,1층
서울,강남,논현역,175206,2022,3분기,1층
서울,강남,도산대로,152396,2022,3분기,1층
서울,강남,방배역/내방역,131900,2022,3분기,1층
서울,강남,서래마을,147438,2022,3분기,1층
서울,강남,신사역,278347,2022,3분기,1층
서울,강남,압구정,157024,2022,3분기,1층
서울,강남,양재말죽거리,126942,2022,3분기,1층
서울,강남,양재역,130247,2022,3분기,1층
서울,강남,청담,196363,2022,3분기,1층
서울,강남,테헤란로,154380,2022,3분기,1층
서울,강남,학동/강남구청역,162644,2022,3분기,1층
서울,영등포신촌,,155702,2022,3분기,1층
서울,영등포신촌,공덕역,128925,2022,3분기,1층
서울,영등포신촌,당산역,97851,2022,3분기,1층
서울,영등포신촌,동교/연남,141487,2022,3분기,1층
서울,영등포신촌,망원역,108099,2022,3분기,1층
서울,영등포신촌,신촌/이대,209586,2022,3분기,1층
서울,영등포신촌,영등포역,130578,2022,3분기,1층
서울,영등포신촌,홍대/합정,221487,2022,3분기,1층
서울,기타,,152727,2022,3분기,1층
서울,,가락시장,128925,2022,3분기,1층
서울,,건대입구,228760,2022,3분기,1층
서울,,경희대,161983,2022,3분기,1층
서울,,구로디지털단지역,145454,2022,3분기,1층
서울,,구의역,127603,2022,3분기,1층
서울,,군자,118347,2022,3분기,1층
서울,,노량진,156694,2022,3분기,1층
서울,,독산/시흥,109752,2022,3분기,1층
서울,,뚝섬,144462,2022,3분기,1층
서울,,목동,111074,2022,3분기,1층
서울,,미아사거리,127272,2022,3분기,1층
서울,,불광역,127603,2022,3분기,1층
서울,,사당,198016,2022,3분기,1층
서울,,상계역,98181,2022,3분기,1층
서울,,상봉역,128925,2022,3분기,1층
서울,,서울대입구역,265123,2022,3분기,1층
서울,,성신여대,157355,2022,3분기,1층
서울,,수유,164628,2022,3분기,1층
서울,,숙명여대,127933,2022,3분기,1층
서울,,신림역,213884,2022,3분기,1층
서울,,연신내,154710,2022,3분기,1층
서울,,오류동역,163966,2022,3분기,1층
서울,,왕십리,138842,2022,3분기,1층
서울,,용산역,86611,2022,3분기,1층
서울,,이태원,189090,2022,3분기,1층
서울,,잠실/송파,145454,2022,3분기,1층
서울,,잠실새내역,120330,2022,3분기,1층
서울,,장안동,119338,2022,3분기,1층
서울,,천호,155041,2022,3분기,1층
서울,,청량리,149752,2022,3분기,1층
서울,,혜화동,204297,2022,3분기,1층
서울,,화곡,116694,2022,3분기,1층
서울,,,78347,2022,3분기,2층
서울,도심,,112066,2022,3분기,2층
서울,도심,광화문,128264,2022,3분기,2층
서울,도심,남대문,85619,2022,3분기,2층
서울,도심,동대문,62479,2022,3분기,2층
서울,도심,명동,252892,2022,3분기,2층
서울,도심,시청,107768,2022,3분기,2층
서울,도심,을지로,64462,2022,3분기,2층
서울,도심,종로,102809,2022,3분기,2층
서울,도심,충무로,62479,2022,3분기,2층
서울,강남,,93553,2022,3분기,2층
서울,강남,강남대로,152396,2022,3분기,2층
서울,강남,교대역,66776,2022,3분기,2층
서울,강남,남부터미널,63801,2022,3분기,2층
서울,강남,논현역,78677,2022,3분기,2층
서울,강남,도산대로,92231,2022,3분기,2층
서울,강남,방배역/내방역,71404,2022,3분기,2층
서울,강남,서래마을,70082,2022,3분기,2층
서울,강남,신사역,111735,2022,3분기,2층
서울,강남,압구정,95867,2022,3분기,2층
서울,강남,양재말죽거리,66776,2022,3분기,2층
서울,강남,양재역,65123,2022,3분기,2층
서울,강남,청담,97190,2022,3분기,2층
서울,강남,테헤란로,109090,2022,3분기,2층
서울,강남,학동/강남구청역,85619,2022,3분기,2층
서울,영등포신촌,,75371,2022,3분기,2층
서울,영등포신촌,공덕역,69752,2022,3분기,2층
서울,영등포신촌,당산역,55537,2022,3분기,2층
서울,영등포신촌,동교/연남,86611,2022,3분기,2층
서울,영등포신촌,망원역,59173,2022,3분기,2층
서울,영등포신촌,신촌/이대,79999,2022,3분기,2층
서울,영등포신촌,영등포역,57520,2022,3분기,2층
서울,영등포신촌,홍대/합정,106115,2022,3분기,2층
서울,기타,,66446,2022,3분기,2층
서울,,가락시장,52892,2022,3분기,2층
서울,,건대입구,89917,2022,3분기,2층
서울,,경희대,60826,2022,3분기,2층
서울,,구로디지털단지역,60495,2022,3분기,2층
서울,,구의역,48925,2022,3분기,2층
서울,,군자,60165,2022,3분기,2층
서울,,노량진,76033,2022,3분기,2층
서울,,독산/시흥,46611,2022,3분기,2층
서울,,뚝섬,65454,2022,3분기,2층
서울,,목동,51900,2022,3분기,2층
서울,,미아사거리,58512,2022,3분기,2층
서울,,불광역,56528,2022,3분기,2층
서울,,사당,90578,2022,3분기,2층
서울,,상계역,47603,2022,3분기,2층
서울,,상봉역,60826,2022,3분기,2층
서울,,서울대입구역,104462,2022,3분기,2층
서울,,성신여대,72396,2022,3분기,2층
서울,,수유,56528,2022,3분기,2층
서울,,숙명여대,64462,2022,3분기,2층
서울,,신림역,85619,2022,3분기,2층
서울,,연신내,71074,2022,3분기,2층
서울,,오류동역,65123,2022,3분기,2층
서울,,왕십리,55206,2022,3분기,2층
서울,,용산역,47272,2022,3분기,2층
서울,,이태원,111735,2022,3분기,2층
서울,,잠실/송파,56859,2022,3분기,2층
서울,,잠실새내역,60495,2022,3분기,2층
서울,,장안동,54876,2022,3분기,2층
서울,,천호,67768,2022,3분기,2층
서울,,청량리,62479,2022,3분기,2층
서울,,혜화동,85950,2022,3분기,2층
서울,,화곡,54214,2022,3분기,2층
서울,,,62479,2022,3분기,3층
서울,도심,,84297,2022,3분기,3층
서울,도심,광화문,93223,2022,3분기,3층
서울,도심,남대문,66446,2022,3분기,3층
서울,도심,동대문,49256,2022,3분기,3층
서울,도심,명동,192727,2022,3분기,3층
서울,도심,시청,69090,2022,3분기,3층
서울,도심,을지로,50909,2022,3분기,3층
서울,도심,종로,74049,2022,3분기,3층
서울,도심,충무로,56528,2022,3분기,3층
서울,강남,,78016,2022,3분기,3층
서울,강남,강남대로,119008,2022,3분기,3층
서울,강남,교대역,71404,2022,3분기,3층
서울,강남,남부터미널,57190,2022,3분기,3층
서울,강남,논현역,63471,2022,3분기,3층
서울,강남,도산대로,79669,2022,3분기,3층
서울,강남,방배역/내방역,65123,2022,3분기,3층
서울,강남,서래마을,63801,2022,3분기,3층
서울,강남,신사역,77685,2022,3분기,3층
서울,강남,압구정,83966,2022,3분기,3층
서울,강남,양재말죽거리,59834,2022,3분기,3층
서울,강남,양재역,63140,2022,3분기,3층
서울,강남,청담,77685,2022,3분기,3층
서울,강남,테헤란로,83966,2022,3분기,3층
서울,강남,학동/강남구청역,71074,2022,3분기,3층
서울,영등포신촌,,56198,2022,3분기,3층
서울,영등포신촌,공덕역,49256,2022,3분기,3층
서울,영등포신촌,당산역,38016,2022,3분기,3층
서울,영등포신촌,동교/연남,67438,2022,3분기,3층
서울,영등포신촌,망원역,54876,2022,3분기,3층
서울,영등포신촌,신촌/이대,55537,2022,3분기,3층
서울,영등포신촌,영등포역,42975,2022,3분기,3층
서울,영등포신촌,홍대/합정,79669,2022,3분기,3층
서울,기타,,52892,2022,3분기,3층
서울,,가락시장,43636,2022,3분기,3층
서울,,건대입구,62809,2022,3분기,3층
서울,,경희대,44958,2022,3분기,3층
서울,,구로디지털단지역,41322,2022,3분기,3층
서울,,구의역,42314,2022,3분기,3층
서울,,군자,47933,2022,3분기,3층
서울,,노량진,57520,2022,3분기,3층
서울,,독산/시흥,35041,2022,3분기,3층
서울,,뚝섬,53223,2022,3분기,3층
서울,,목동,46611,2022,3분기,3층
서울,,미아사거리,45950,2022,3분기,3층
서울,,불광역,42975,2022,3분기,3층
서울,,사당,75371,2022,3분기,3층
서울,,상계역,39999,2022,3분기,3층
서울,,상봉역,52892,2022,3분기,3층
서울,,서울대입구역,81983,2022,3분기,3층
서울,,성신여대,56528,2022,3분기,3층
서울,,수유,50578,2022,3분기,3층
서울,,숙명여대,45289,2022,3분기,3층
서울,,신림역,60826,2022,3분기,3층
서울,,연신내,48264,2022,3분기,3층
서울,,오류동역,48925,2022,3분기,3층
서울,,왕십리,46611,2022,3분기,3층
서울,,용산역,42314,2022,3분기,3층
서울,,이태원,97851,2022,3분기,3층
서울,,잠실/송파,48595,2022,3분기,3층
서울,,잠실새내역,50247,2022,3분기,3층
서울,,장안동,39338,2022,3분기,3층
서울,,천호,50578,2022,3분기,3층
서울,,청량리,46280,2022,3분기,3층
서울,,혜화동,69090,2022,3분기,3층
서울,,화곡,48925,2022,3분기,3층
서울,,,57851,2022,3분기,4층
서울,도심,,77355,2022,3분기,4층
서울,도심,광화문,80661,2022,3분기,4층
서울,도심,남대문,60826,2022,3분기,4층
서울,도심,동대문,46280,2022,3분기,4층
서울,도심,명동,173223,2022,3분기,4층
서울,도심,시청,63140,2022,3분기,4층
서울,도심,을지로,37355,2022,3분기,4층
서울,도심,종로,60165,2022,3분기,4층
서울,도심,충무로,54545,2022,3분기,4층
서울,강남,,70413,2022,3분기,4층
서울,강남,강남대로,99173,2022,3분기,4층
서울,강남,교대역,52561,2022,3분기,4층
서울,강남,남부터미널,52561,2022,3분기,4층
서울,강남,논현역,56198,2022,3분기,4층
서울,강남,도산대로,71074,2022,3분기,4층
서울,강남,방배역/내방역,63801,2022,3분기,4층
서울,강남,서래마을,56859,2022,3분기,4층
서울,강남,신사역,70413,2022,3분기,4층
서울,강남,압구정,87933,2022,3분기,4층
서울,강남,양재말죽거리,58512,2022,3분기,4층
서울,강남,양재역,62148,2022,3분기,4층
서울,강남,청담,69752,2022,3분기,4층
서울,강남,테헤란로,72396,2022,3분기,4층
서울,강남,학동/강남구청역,73057,2022,3분기,4층
서울,영등포신촌,,52231,2022,3분기,4층
서울,영등포신촌,공덕역,51570,2022,3분기,4층
서울,영등포신촌,당산역,30082,2022,3분기,4층
서울,영등포신촌,동교/연남,61157,2022,3분기,4층
서울,영등포신촌,망원역,61487,2022,3분기,4층
서울,영등포신촌,신촌/이대,51239,2022,3분기,4층
서울,영등포신촌,영등포역,37355,2022,3분기,4층
서울,영등포신촌,홍대/합정,73388,2022,3분기,4층
서울,기타,,47933,2022,3분기,4층
서울,,가락시장,39999,2022,3분기,4층
서울,,건대입구,54214,2022,3분기,4층
서울,,경희대,41983,2022,3분기,4층
서울,,구로디지털단지역,36033,2022,3분기,4층
서울,,구의역,45950,2022,3분기,4층
서울,,군자,46611,2022,3분기,4층
서울,,노량진,54876,2022,3분기,4층
서울,,독산/시흥,30743,2022,3분기,4층
서울,,뚝섬,56198,2022,3분기,4층
서울,,목동,43636,2022,3분기,4층
서울,,미아사거리,38677,2022,3분기,4층
서울,,불광역,40991,2022,3분기,4층
서울,,사당,63140,2022,3분기,4층
서울,,상계역,35041,2022,3분기,4층
서울,,상봉역,40661,2022,3분기,4층
서울,,서울대입구역,83305,2022,3분기,4층
서울,,성신여대,44297,2022,3분기,4층
서울,,수유,39008,2022,3분기,4층
서울,,숙명여대,40330,2022,3분기,4층
서울,,신림역,42644,2022,3분기,4층
서울,,연신내,39669,2022,3분기,4층
서울,,오류동역,40661,2022,3분기,4층
서울,,왕십리,43305,2022,3분기,4층
서울,,용산역,41652,2022,3분기,4층
서울,,이태원,109421,2022,3분기,4층
서울,,잠실/송파,50247,2022,3분기,4층
서울,,잠실새내역,50578,2022,3분기,4층
서울,,장안동,37685,2022,3분기,4층
서울,,천호,44628,2022,3분기,4층
서울,,청량리,39008,2022,3분기,4층
서울,,혜화동,62479,2022,3분기,4층
서울,,화곡,40991,2022,3분기,4층
서울,,,57851,2022,3분기,5층
서울,도심,,74380,2022,3분기,5층
서울,도심,광화문,78677,2022,3분기,5층
서울,도심,남대문,50909,2022,3분기,5층
서울,도심,동대문,54876,2022,3분기,5층
서울,도심,명동,134214,2022,3분기,5층
서울,도심,시청,60165,2022,3분기,5층
서울,도심,을지로,45950,2022,3분기,5층
서울,도심,종로,53553,2022,3분기,5층
서울,도심,충무로,89256,2022,3분기,5층
서울,강남,,67768,2022,3분기,5층
서울,강남,강남대로,99173,2022,3분기,5층
서울,강남,교대역,60165,2022,3분기,5층
서울,강남,남부터미널,54214,2022,3분기,5층
서울,강남,논현역,51900,2022,3분기,5층
서울,강남,도산대로,77355,2022,3분기,5층
서울,강남,방배역/내방역,66115,2022,3분기,5층
서울,강남,서래마을,55867,2022,3분기,5층
서울,강남,신사역,61487,2022,3분기,5층
서울,강남,압구정,74049,2022,3분기,5층
서울,강남,양재말죽거리,55206,2022,3분기,5층
서울,강남,양재역,56859,2022,3분기,5층
서울,강남,청담,69090,2022,3분기,5층
서울,강남,테헤란로,72396,2022,3분기,5층
서울,강남,학동/강남구청역,71074,2022,3분기,5층
서울,영등포신촌,,50247,2022,3분기,5층
서울,영등포신촌,공덕역,56198,2022,3분기,5층
서울,영등포신촌,당산역,39338,2022,3분기,5층
서울,영등포신촌,동교/연남,46280,2022,3분기,5층
서울,영등포신촌,망원역,55867,2022,3분기,5층
서울,영등포신촌,신촌/이대,47933,2022,3분기,5층
서울,영등포신촌,영등포역,40661,2022,3분기,5층
서울,영등포신촌,홍대/합정,64793,2022,3분기,5층
서울,기타,,46942,2022,3분기,5층
서울,,가락시장,49256,2022,3분기,5층
서울,,건대입구,38016,2022,3분기,5층
서울,,경희대,35371,2022,3분기,5층
서울,,구로디지털단지역,37024,2022,3분기,5층
서울,,구의역,46942,2022,3분기,5층
서울,,군자,47272,2022,3분기,5층
서울,,노량진,49917,2022,3분기,5층
서울,,독산/시흥,37685,2022,3분기,5층
서울,,뚝섬,60495,2022,3분기,5층
서울,,목동,45619,2022,3분기,5층
서울,,미아사거리,39669,2022,3분기,5층
서울,,불광역,51570,2022,3분기,5층
서울,,사당,56859,2022,3분기,5층
서울,,상계역,39999,2022,3분기,5층
서울,,상봉역,51239,2022,3분기,5층
서울,,서울대입구역,87933,2022,3분기,5층
서울,,성신여대,43966,2022,3분기,5층
서울,,수유,44297,2022,3분기,5층
서울,,숙명여대,32727,2022,3분기,5층
서울,,신림역,47272,2022,3분기,5층
서울,,연신내,39008,2022,3분기,5층
서울,,오류동역,30082,2022,3분기,5층
서울,,왕십리,42975,2022,3분기,5층
서울,,용산역,31735,2022,3분기,5층
서울,,이태원,81652,2022,3분기,5층
서울,,잠실/송파,48925,2022,3분기,5층
서울,,잠실새내역,52561,2022,3분기,5층
서울,,장안동,30082,2022,3분기,5층
서울,,천호,39338,2022,3분기,5층
서울,,청량리,38347,2022,3분기,5층
서울,,혜화동,54214,2022,3분기,5층
서울,,화곡,33719,2022,3분기,5층
서울,,,56528,2022,3분기,6-10층
서울,도심,,72727,2022,3분기,6-10층
서울,도심,광화문,74380,2022,3분기,6-10층
서울,도심,남대문,55206,2022,3분기,6-10층
서울,도심,동대문,65454,2022,3분기,6-10층
서울,도심,명동,101157,2022,3분기,6-10층
서울,도심,시청,47603,2022,3분기,6-10층
서울,도심,을지로,61306,2022,3분기,6-10층
서울,도심,종로,60826,2022,3분기,6-10층
서울,도심,충무로,61306,2022,3분기,6-10층
서울,강남,,66446,2022,3분기,6-10층
서울,강남,강남대로,72396,2022,3분기,6-10층
서울,강남,교대역,78347,2022,3분기,6-10층
서울,강남,남부터미널,68099,2022,3분기,6-10층
서울,강남,논현역,51900,2022,3분기,6-10층
서울,강남,도산대로,76363,2022,3분기,6-10층
서울,강남,방배역/내방역,102809,2022,3분기,6-10층
서울,강남,서래마을,51900,2022,3분기,6-10층
서울,강남,신사역,56528,2022,3분기,6-10층
서울,강남,압구정,69090,2022,3분기,6-10층
서울,강남,양재말죽거리,65785,2022,3분기,6-10층
서울,강남,양재역,46942,2022,3분기,6-10층
서울,강남,청담,81652,2022,3분기,6-10층
서울,강남,테헤란로,61487,2022,3분기,6-10층
서울,강남,학동/강남구청역,61306,2022,3분기,6-10층
서울,영등포신촌,,52561,2022,3분기,6-10층
서울,영등포신촌,공덕역,52892,2022,3분기,6-10층
서울,영등포신촌,당산역,43636,2022,3분기,6-10층
서울,영등포신촌,동교/연남,61306,2022,3분기,6-10층
서울,영등포신촌,망원역,45289,2022,3분기,6-10층
서울,영등포신촌,신촌/이대,51570,2022,3분기,6-10층
서울,영등포신촌,영등포역,53553,2022,3분기,6-10층
서울,영등포신촌,홍대/합정,69090,2022,3분기,6-10층
서울,기타,,48595,2022,3분기,6-10층
서울,,가락시장,72396,2022,3분기,6-10층
서울,,건대입구,21157,2022,3분기,6-10층
서울,,경희대,61306,2022,3분기,6-10층
서울,,구로디지털단지역,61306,2022,3분기,6-10층
서울,,구의역,61306,2022,3분기,6-10층
서울,,군자,68760,2022,3분기,6-10층
서울,,노량진,62148,2022,3분기,6-10층
서울,,독산/시흥,147107,2022,3분기,6-10층
서울,,뚝섬,64462,2022,3분기,6-10층
서울,,목동,40661,2022,3분기,6-10층
서울,,미아사거리,64462,2022,3분기,6-10층
서울,,불광역,49586,2022,3분기,6-10층
서울,,사당,43636,2022,3분기,6-10층
서울,,상계역,61306,2022,3분기,6-10층
서울,,상봉역,92892,2022,3분기,6-10층
서울,,서울대입구역,69421,2022,3분기,6-10층
서울,,성신여대,35702,2022,3분기,6-10층
서울,,수유,41983,2022,3분기,6-10층
서울,,숙명여대,61306,2022,3분기,6-10층
서울,,신림역,49586,2022,3분기,6-10층
서울,,연신내,61306,2022,3분기,6-10층
서울,,오류동역,61306,2022,3분기,6-10층
서울,,왕십리,61306,2022,3분기,6-10층
서울,,용산역,39999,2022,3분기,6-10층
서울,,이태원,96859,2022,3분기,6-10층
서울,,잠실/송파,56859,2022,3분기,6-10층
서울,,잠실새내역,77685,2022,3분기,6-10층
서울,,장안동,61306,2022,3분기,6-10층
서울,,천호,39999,2022,3분기,6-10층
서울,,청량리,36033,2022,3분기,6-10층
서울,,혜화동,47272,2022,3분기,6-10층
서울,,화곡,29752,2022,3분기,6-10층
서울,,,51239,2022,4분기,지하1층
서울,도심,,57190,2022,4분기,지하1층
서울,도심,광화문,94545,2022,4분기,지하1층
서울,도심,남대문,64132,2022,4분기,지하1층
서울,도심,동대문,45289,2022,4분기,지하1층
서울,도심,명동,95537,2022,4분기,지하1층
서울,도심,시청,67438,2022,4분기,지하1층
서울,도심,을지로,31404,2022,4분기,지하1층
서울,도심,종로,53223,2022,4분기,지하1층
서울,도심,충무로,28760,2022,4분기,지하1층
서울,강남,,63801,2022,4분기,지하1층
서울,강남,강남대로,116033,2022,4분기,지하1층
서울,강남,교대역,40661,2022,4분기,지하1층
서울,강남,남부터미널,35702,2022,4분기,지하1층
서울,강남,논현역,49586,2022,4분기,지하1층
서울,강남,도산대로,74380,2022,4분기,지하1층
서울,강남,방배역/내방역,44958,2022,4분기,지하1층
서울,강남,서래마을,61157,2022,4분기,지하1층
서울,강남,신사역,84958,2022,4분기,지하1층
서울,강남,압구정,50578,2022,4분기,지하1층
서울,강남,양재말죽거리,34049,2022,4분기,지하1층
서울,강남,양재역,40330,2022,4분기,지하1층
서울,강남,청담,55867,2022,4분기,지하1층
서울,강남,테헤란로,85950,2022,4분기,지하1층
서울,강남,학동/강남구청역,61157,2022,4분기,지하1층
서울,영등포신촌,,54876,2022,4분기,지하1층
서울,영등포신촌,공덕역,43966,2022,4분기,지하1층
서울,영등포신촌,당산역,24793,2022,4분기,지하1층
서울,영등포신촌,동교/연남,81652,2022,4분기,지하1층
서울,영등포신촌,망원역,41322,2022,4분기,지하1층
서울,영등포신촌,신촌/이대,45289,2022,4분기,지하1층
서울,영등포신촌,영등포역,38347,2022,4분기,지하1층
서울,영등포신촌,홍대/합정,90247,2022,4분기,지하1층
서울,기타,,42644,2022,4분기,지하1층
서울,,가락시장,41322,2022,4분기,지하1층
서울,,건대입구,57851,2022,4분기,지하1층
서울,,경희대,40330,2022,4분기,지하1층
서울,,구로디지털단지역,36033,2022,4분기,지하1층
서울,,구의역,30743,2022,4분기,지하1층
서울,,군자,36033,2022,4분기,지하1층
서울,,노량진,44958,2022,4분기,지하1층
서울,,독산/시흥,38677,2022,4분기,지하1층
서울,,뚝섬,36694,2022,4분기,지하1층
서울,,목동,34710,2022,4분기,지하1층
서울,,미아사거리,34049,2022,4분기,지하1층
서울,,불광역,42644,2022,4분기,지하1층
서울,,사당,52231,2022,4분기,지하1층
서울,,상계역,27768,2022,4분기,지하1층
서울,,상봉역,39999,2022,4분기,지하1층
서울,,서울대입구역,66115,2022,4분기,지하1층
서울,,성신여대,52231,2022,4분기,지하1층
서울,,수유,43636,2022,4분기,지하1층
서울,,숙명여대,32727,2022,4분기,지하1층
서울,,신림역,54545,2022,4분기,지하1층
서울,,연신내,52561,2022,4분기,지하1층
서울,,오류동역,38016,2022,4분기,지하1층
서울,,왕십리,47933,2022,4분기,지하1층
서울,,용산역,38347,2022,4분기,지하1층
서울,,이태원,56859,2022,4분기,지하1층
서울,,잠실/송파,39669,2022,4분기,지하1층
서울,,잠실새내역,35702,2022,4분기,지하1층
서울,,장안동,38677,2022,4분기,지하1층
서울,,천호,36694,2022,4분기,지하1층
서울,,청량리,25454,2022,4분기,지하1층
서울,,혜화동,56198,2022,4분기,지하1층
서울,,화곡,35371,2022,4분기,지하1층
서울,,,171239,2022,4분기,1층
서울,도심,,273057,2022,4분기,1층
서울,도심,광화문,267438,2022,4분기,1층
서울,도심,남대문,246280,2022,4분기,1층
서울,도심,동대문,147438,2022,4분기,1층
서울,도심,명동,601652,2022,4분기,1층
서울,도심,시청,211900,2022,4분기,1층
서울,도심,을지로,168925,2022,4분기,1층
서울,도심,종로,258842,2022,4분기,1층
서울,도심,충무로,159338,2022,4분기,1층
서울,강남,,188760,2022,4분기,1층
서울,강남,강남대로,351074,2022,4분기,1층
서울,강남,교대역,110082,2022,4분기,1층
서울,강남,남부터미널,102479,2022,4분기,1층
서울,강남,논현역,175537,2022,4분기,1층
서울,강남,도산대로,152066,2022,4분기,1층
서울,강남,방배역/내방역,131570,2022,4분기,1층
서울,강남,서래마을,147438,2022,4분기,1층
서울,강남,신사역,277685,2022,4분기,1층
서울,강남,압구정,157024,2022,4분기,1층
서울,강남,양재말죽거리,126942,2022,4분기,1층
서울,강남,양재역,130578,2022,4분기,1층
서울,강남,청담,196694,2022,4분기,1층
서울,강남,테헤란로,154710,2022,4분기,1층
서울,강남,학동/강남구청역,163966,2022,4분기,1층
서울,영등포신촌,,155371,2022,4분기,1층
서울,영등포신촌,공덕역,128925,2022,4분기,1층
서울,영등포신촌,당산역,97520,2022,4분기,1층
서울,영등포신촌,동교/연남,141487,2022,4분기,1층
서울,영등포신촌,망원역,107107,2022,4분기,1층
서울,영등포신촌,신촌/이대,209256,2022,4분기,1층
서울,영등포신촌,영등포역,130578,2022,4분기,1층
서울,영등포신촌,홍대/합정,221487,2022,4분기,1층
서울,기타,,152727,2022,4분기,1층
서울,,가락시장,127272,2022,4분기,1층
서울,,건대입구,228429,2022,4분기,1층
서울,,경희대,162314,2022,4분기,1층
서울,,구로디지털단지역,145454,2022,4분기,1층
서울,,구의역,127933,2022,4분기,1층
서울,,군자,118347,2022,4분기,1층
서울,,노량진,156363,2022,4분기,1층
서울,,독산/시흥,109752,2022,4분기,1층
서울,,뚝섬,144793,2022,4분기,1층
서울,,목동,111074,2022,4분기,1층
서울,,미아사거리,127603,2022,4분기,1층
서울,,불광역,127272,2022,4분기,1층
서울,,사당,198016,2022,4분기,1층
서울,,상계역,97851,2022,4분기,1층
서울,,상봉역,128925,2022,4분기,1층
서울,,서울대입구역,265123,2022,4분기,1층
서울,,성신여대,157024,2022,4분기,1층
서울,,수유,165289,2022,4분기,1층
서울,,숙명여대,128264,2022,4분기,1층
서울,,신림역,214214,2022,4분기,1층
서울,,연신내,154380,2022,4분기,1층
서울,,오류동역,163966,2022,4분기,1층
서울,,왕십리,138842,2022,4분기,1층
서울,,용산역,87272,2022,4분기,1층
서울,,이태원,187438,2022,4분기,1층
서울,,잠실/송파,146115,2022,4분기,1층
서울,,잠실새내역,120330,2022,4분기,1층
서울,,장안동,119338,2022,4분기,1층
서울,,천호,155371,2022,4분기,1층
서울,,청량리,149752,2022,4분기,1층
서울,,혜화동,203966,2022,4분기,1층
서울,,화곡,116694,2022,4분기,1층
서울,,,78347,2022,4분기,2층
서울,도심,,112396,2022,4분기,2층
서울,도심,광화문,131900,2022,4분기,2층
서울,도심,남대문,85619,2022,4분기,2층
서울,도심,동대문,62479,2022,4분기,2층
서울,도심,명동,252892,2022,4분기,2층
서울,도심,시청,107768,2022,4분기,2층
서울,도심,을지로,59834,2022,4분기,2층
서울,도심,종로,102479,2022,4분기,2층
서울,도심,충무로,62479,2022,4분기,2층
서울,강남,,93553,2022,4분기,2층
서울,강남,강남대로,151735,2022,4분기,2층
서울,강남,교대역,66776,2022,4분기,2층
서울,강남,남부터미널,63801,2022,4분기,2층
서울,강남,논현역,79008,2022,4분기,2층
서울,강남,도산대로,92231,2022,4분기,2층
서울,강남,방배역/내방역,71404,2022,4분기,2층
서울,강남,서래마을,70082,2022,4분기,2층
서울,강남,신사역,111735,2022,4분기,2층
서울,강남,압구정,95206,2022,4분기,2층
서울,강남,양재말죽거리,66776,2022,4분기,2층
서울,강남,양재역,65454,2022,4분기,2층
서울,강남,청담,97190,2022,4분기,2층
서울,강남,테헤란로,109090,2022,4분기,2층
서울,강남,학동/강남구청역,87272,2022,4분기,2층
서울,영등포신촌,,75371,2022,4분기,2층
서울,영등포신촌,공덕역,69752,2022,4분기,2층
서울,영등포신촌,당산역,55206,2022,4분기,2층
서울,영등포신촌,동교/연남,88264,2022,4분기,2층
서울,영등포신촌,망원역,59173,2022,4분기,2층
서울,영등포신촌,신촌/이대,79999,2022,4분기,2층
서울,영등포신촌,영등포역,57520,2022,4분기,2층
서울,영등포신촌,홍대/합정,106115,2022,4분기,2층
서울,기타,,66776,2022,4분기,2층
서울,,가락시장,53553,2022,4분기,2층
서울,,건대입구,89917,2022,4분기,2층
서울,,경희대,60495,2022,4분기,2층
서울,,구로디지털단지역,60495,2022,4분기,2층
서울,,구의역,49256,2022,4분기,2층
서울,,군자,60165,2022,4분기,2층
서울,,노량진,75702,2022,4분기,2층
서울,,독산/시흥,46611,2022,4분기,2층
서울,,뚝섬,65785,2022,4분기,2층
서울,,목동,51900,2022,4분기,2층
서울,,미아사거리,58842,2022,4분기,2층
서울,,불광역,56198,2022,4분기,2층
서울,,사당,90578,2022,4분기,2층
서울,,상계역,47603,2022,4분기,2층
서울,,상봉역,60826,2022,4분기,2층
서울,,서울대입구역,104462,2022,4분기,2층
서울,,성신여대,73388,2022,4분기,2층
서울,,수유,56528,2022,4분기,2층
서울,,숙명여대,65123,2022,4분기,2층
서울,,신림역,85619,2022,4분기,2층
서울,,연신내,71074,2022,4분기,2층
서울,,오류동역,65123,2022,4분기,2층
서울,,왕십리,55206,2022,4분기,2층
서울,,용산역,47603,2022,4분기,2층
서울,,이태원,111735,2022,4분기,2층
서울,,잠실/송파,56859,2022,4분기,2층
서울,,잠실새내역,60495,2022,4분기,2층
서울,,장안동,54876,2022,4분기,2층
서울,,천호,67768,2022,4분기,2층
서울,,청량리,62479,2022,4분기,2층
서울,,혜화동,85950,2022,4분기,2층
서울,,화곡,54214,2022,4분기,2층
서울,,,62809,2022,4분기,3층
서울,도심,,85289,2022,4분기,3층
서울,도심,광화문,99834,2022,4분기,3층
서울,도심,남대문,66446,2022,4분기,3층
